,Content,Polarity
3183,definit pas creacion emple sevillahoy priorid gobiern,0
3184,comunid sup protest valenci {link} palabr ministr dic polit cobard moral miser,1
3185,busc estudi agred polic valenci {link} ayud,1
3186,lleg moment - quegan - chatidiet - {link},0
3187,rajoy cart firm parec buen cart ningun frent nadi nadi vist,0
3188,diput erc izquierd plural exhib pancart dimision plen congres diput,1
3189,polic anditisturbi defend peligr antisistem quer golp gaf dentr vide {link},1
3190,comit empres denunci manipul canal protest estudi {link} via,1
3191,indign chaval dad hoy polic repres leccion urban cuand destitu,1
3192,q ped yogur gratis “ salv grieg cuest cad español € {link} let”,1
3193,pso sig lios griñan plant,1
3194,rt hij paulin rubi asist prim conciert mami {link},0
3195,avion camin tenerif junt - lueg,0
3196,ojal pued ir pront bes rosarin rt bes enorm rosari argentin {link},0
3197,miss u guys back viv argentin rt venis argentin we miss u,0
3198,ver peli nuev watching pianist {link},0
3199,muakkkkk rt bes mas grand ser tweeter mayor,0
3200,mil graci - rt graci red social mism,0
3201,cen compañi cen bien agustom falt,0
3202,campeon dorrib mantien q pag exministr jos blanco cambi d favor ministerioshoy toc declar prim polit d blanc,1
3203,embaj eeuu kabul bloqu viaj suspend violenci desat x quem coranesmanifest gritaronmuert amer,1
3204,hoy interpel gobiern desahuci inhuman dacion pag,1
3205,rt dia intent iguald salarial hombr mujer stopdiscriminacionsalarial,0
3206,gust {link},0
3207,hoy torremolin present libroblancodetur andaluci,0
3208,rajoy rubalc legisl laboral hac años tiemp cambiadol reform buen just necesari,0
3209,nuev cortin d hum dl gobiern maseurovegasel nuev bienven mr marshallmientrassig crec par fug d empres,1
3210,ahor dña soray portavoz pso resalt obvi gobiern present presupuest despues eleccion,1
3211,veng caf todosrt buen dias caf reci hech,0
3212,wert sal fras magistral dia hor arranc ver problem emigr investig {link} sig,1
3213,reunion sid fructifer graci ret cooper años requier unid actor,0
3214,imprescind {link} via,0
3215,puñ hierr decretaz ciudadan guant sed codig buen practic banc dic coscubiel,1
3216,libroblancodetur gran notici gobiern vay abrir line ico especial ayunt cca,0
3217,deficits propi alemani urge hac reform xo aplic cuent pen dic economist {link},1
3218,libroblancodetur preocup situacion esper,1
3219,rt supuest todasy quis clm mas aport magnif señal,0
3220,n pelu d creador d l pel lejios aburr irreverent lleg fuerzavazquez ver l quit mech berenjen,1
3221,ja ja das perfil anunci kalis ”,0
3222,llam regener andaluc frent corrupcion sectar {link} elcambioandaluz,1
3223,correct cualqui cos tal pag taxi”,1
3224,serio“un salud ex concurs jueg d euromillon q recuerd amabl q consegui novi x concurs,0
3225,“ buen telediari hoy enhorabuen equipo”,0
3226,penultim disparat ministr wert ofend -m ignor simplez {link},1
3227,pais estren port nuev hom aqu {link},0
3228,blog junt par {link},1
3229,pais estren pagin web tras mes transform redaccion pued verl aqu {link},0
3230,vide explic detall com mov nuev web pais explot fond funcional {link},0
3231,pp cambi ley cost legaliz cas anterior {link},0
3232,brusel liger flexibl objet deficit españ {link},1
3233,articul esd dudos ascens sanchez leon estall ministr interior {link} via,1
3234,insolit ministr exterior margall hombr extrem centr felicit ton moder tod oposicion,0
3235,abraz rt pid estacion radi pais apoy positivegeneration {link},0
3236,graci segu anoch,0
3237,camps vuelt hoy corts valencian tras siet mes hac aplic reform laboral absent,1
3238,tuit cuestion este ven hic terribl inform hor manifest convoc {link},1
3239,{link} ahi dej ver is gust,0
3240,impresion yes we spain is different perd casi dos hor par reir enorm,0
3241,men mal especific -,0
3242,nuev pas genial graci atencion cuid bes equip,0
3243,port 'publico' juev bonif banc desahuci diccionari biograf altern {link},1
3244,buen noch followercet {link},0
3245,dificultad cgpj reun apoy design sustitut gomez bermudez audienci nacional {link},1
3246,gust mor padr durm chill pasajeroschistesdepilot,1
3247,rt omg d mevoy feat encuentr lug top pop cont {link},0
3248,“ suen chil festival viñ quis vert lar ”y quiet ir,0
3249,turist español rescat colombi encall veler viaj,0
3250,“ audienci cul air sub ampli liderazg val sig segund {link} ouygrrrrrr,0
3251,aqu teneis enferm unid salud mental clinic pasill andaluciaimpar {link},1
3252,f trabaj normal congres deb ser ver sara autobomb organiz bon año pas,0
3253,guardi civil implic exconsejer jos antoni vier ere andaluc ahor diput {link},1
3254,comprend abrum cariñ d amig d graci d corazon,0
3255,muert her grav accident trafic avil parec aunhay person atrapadashay autobus escol implic,1
3256,mir enferm mental clinic malag pasill sonperson {link},1
3257,mir enferm salud mental clinic malag pasillosandaluci impar {link},1
3258,bosch-erc sube tribun dec vet pp comision secret oficial caz bruj q ctra dic,1
3259,bosch-erc termin intervencion tribun march posibl territori usted pudr,1
3260,grup mixt pid q repit votacion joan tardà tb erc candidat peticion deneg,1
3261,uy rt med rajoy m elig algui defiend trag {link},1
3262,correg abraz,0
3263,junt text eta upyd impid vot demas grup plant injustici,1
3264,rajoy establec calendari oficial proxim seman presupuest realist {link},1
3265,reaccion vet comision secret oficial golp democraci dign conmemor f pp pudr españ,1
3266,oleeee rosit - rt aqui,0
3267,present ahor mocion plenomlg solicit hag centr salud gamarr promet x junt,1
3268,pap favor lean articul val {link},0
3269,segun agenci europe d medi ambienteespañ lid europe contamin atmosfer asi alergi,1
3270,+rt todav q oir parlament q prat ser hub internacional merc + surreal,1
3271,trist ten joven encapuch x valenci cuy profesion fascism violenci intoler,1
3272,lleg twitt - gran compañer amig,0
3273,mañan losdesayunosdetv ampli foc fion ortiz respons españ mathieu taillac d,0
3274,felic pod compart unas ris idol {link},0
3275,junt andaluci sol ejecut vpo promet {link},1
3276,pelicul - youtub {link} griñanlapelicul nomin oscars,0
3277,alemani aisl ministerial g resistent ampli fond rescatespiegel {link},1
3278,aqu pued ver moment d agresion reporter {link} via,1
3279,mund arab cad dia men segur cont,1
3280,rt anton damborene pp denunci parlament vasc incoherent firm bildu inici parlamentari,1
3281,cre dam voz quiereper justif agresion “ tv manipulais contais verdad”,1
3282,ciert felic premi,0
3283,“ abraz fuert compañer agred hoy record q unic batall pierd abandona”,1
3284,mejor timelin dispon {link} ▸ histori dia,0
3285,bien ser dia - rt jartani ello quep,0
3286,hahah “ va hac sonr {link},0
3287,limpiez deud tvg privatiz crtvg sane deud cuest eur galleg {link},1
3288,uff agobi ahor va suen campan aaaaaah,1
3289,yoooooo jaaa,0
3290,graci mil sazatornill abraz sazaimpec siempr tod interpretacionesclas {link},0
3291,tip genial guilklerm val aportacion argentin disc,0
3292,obsesion hermosur nyc nuev spiderm ayer pud ver ocho minut increibl alla va aperit {link},0
3293,sueñoss hac realidadcu d verd des q sueñ zzzzz,0
3294,iberi cancel vuel viern huelg pilot - {link},1
3295,buen diasmi ff q anoch m acompañ viend seri d mied d mejor tant gent felizviern,0
3296,incorpor crowd organiz interes articul {link},0
3297,vergüenzael llam puteroal ex alto carg fond reptil {link},1
3298,tod suert mund tard canch schi chic sig siend actual campeon europ,0
3299,fiscal investig negoci numer dos diput barcelon via {link},1
3300,voy camin - rt vendras jorn conojosdemuj,0
3301,ff primaveravalencian,0
3302,ff cumpl tropecient años apen not,0
3303,public cierr abraz ex compañer demas,1
3304,compart line editorial cad vez cierr period apag luz abraz fuert trabaj public,1
3305,ff dos grand period respet reconozc anim fuert abraz,0
3306,abraz compañer,0
3307,- rt graci menud piropaz caraamapolaon,0
3308,graci corazon apoy disculp pued respond ahor habl compañ colabor 'publico',0
3309,men mal social q hac autocrit reconoc merit - españ {link} via,0
3310,ultim prepar declar iñaki urdangarin imput juez palm,1
3311,krispin kland oro comic personajesmit {link},0
3312,tontac,1
3313,invit particip debat onlin proyect ley dopaj {link} adidoping,0
3314,graci aunq piens igual suel qued mejor bes,0
3315,fuerz assad ejecut person inclu dos niñ - {link} reuters,1
3316,referent consej ministr aprob mecan financi entidad local pag proveedor {link},0
3317,q guardiol “ llev bien guardiola”,1
3318,nunc pens viñet forg pondr car rt forg despid public {link},1
3319,“ si pso retir acredit criticarlos”,1
3320,“ peg vet fin ladr lueg cabalgamos”,1
3321,nuev med aprob gobiern balon oxigen viabil mil empres emple lineas,0
3322,“ wow ham conden assad apoy rebeldeser unic sunit {link},1
3323,hoycon magnus scheving sportacus lazy townun fenomen q vend seri infantil + d pais {link},0
3324,dej unas fotit recuerd infanci entrev {link},0
3325,“ mand salud cantabr cantabr abrazo”aberronchooooo abraz,0
3326,dich maravill “ once recomend gran band sonora”,0
3327,hoy sient mas cerc q nunc compañer abraz fuert cuatr,0
3328,empez lament cierr public enorm intervencion q necesari subray,0
3329,mejor timelin dispon {link} ▸ histori dia,0
3330,graci reid tod seman pued trabaj tranquil idav esunnopar,0
3331,hoy mañan malag x tard gran present candidatur izquierd unid entrañ pedr vaquer salud amig,0
3332,dejeis leer impresion cronic javi espin enterr bunk top human homs mit niñ,1
3333,buen noch followercet {link},0
3334,bellez hor dedic si pued dorm emeli sand - daddy - acoustic harmony {link} via,0
3335,ok naci nuev che list,0
3336,gran fichaj rond gast eur vin fiest via {link},1
3337,ley transparent pid pas valenci fraud ayud consell {link},1
3338,menor interes “ pregunt si piens mism ”,1
3339,buen sab amig call dvmadr hac perd,0
3340,viv ener contamin ultim años nivel super permit madr {link},1
3341,estacion medidor cas camp registr nivel contamin encim permit mes pasadoboinamadr,1
3342,intervien ahor dia noch volv gan malag elcambioandaluz {link},0
3343,clar mejor educ pod dar pas atras bas iguald,0
3344,si gobern andaluc man limpi ped juez vacacion electoral,1
3345,andaluc interior encontr porven cost sol elcambioandaluz,0
3346,conmig sol eur gast firm funcionari junt andaluc,0
3347,“ mand besit abuel hospital necesit mim ” besaz enorm,1
3348,necesit ten droneagud articul fukuyam {link},0
3349,avis editorial “ pag epn error pon jarr fri deb jarr agu fria”,1
3350,aunqu repet much vec mal recordarlo“ europ crisis realiti {link},1
3351,“ pues nunc contest p” mentira,1
3352,tesor merced deb hac olvid fragat mur mas marin español man ingles,1
3353,anim equip mantien viv llam,0
3354,van coloc piez tras congres sevill hoy eleg secretari general psoelarioj,0
3355,feliz sab tod,0
3356,via“ emocion analisis deped jesus marañ public {link} sum reflexion,0
3357,urdangarin implic camps barb 'cas noos' pp valencian etern quebrader cabez {link},1
3358,club fans torreviej {link},0
3359,rt“ lid protest valenci aguirr deb mir baj coch {link} ”,1
3360,palomit dulc microond fracasoabsolut {link},1
3361,“ pill ppsin buscarl tremend contradiccion tremend traicion {link} busc,1
3362,entend crucial import quiosc leer tuits anterior puertasdimensional,0
3363,buen dias rajoy dic q hac reform fastidi sugir q si si equivoc xq,1
3364,saldr d crisis provoc x desregul financ mediant desregul laboral,1
3365,“ romp mit artist levant nobuen dias ibiza” caid cama,0
3366,“ salud ecuador amo music genial bendicion bes niñ hermoso”besooo,0
3367,“ jo dav quier bes mand maz fan '” bes maz fuert,0
3368,lueg disfrut domingo-,0
3369,manuel villen consider «muy urgente» aument plantill fiscal malag {link},1
3370,c's ped investig respons polit cas span part contr tap ls vergüenz {link},1
3371,mayor absolut pso andaluc impun millon par mayor absolut pp + impun + par + desiguald,1
3372,persistent polit recort reform laboral aument recesion q llev millon par,1
3373,“ jorg fernandez diaz «et deb disolv buen malas» larazon {link} via,1
3374,hahahshahshshah “ urdangarin asegur com solomill irun repent cincuent millon banco”,1
3375,ciert graci paisan llen anticip santand aup cantabria-,0
3376,estilaz total padeldospuntocer {link},0
3377,aqu campeon experienciacand - profesional padel {link},0
3378,izquierd abertzal lament posicion pod 'humillar' victim {link},1
3379,gobiern junt andaluc recort via gast m eur destin polit social {link},1
3380,encant - rt qued oficial inaugur blog {link} padeldospuntocer experienciacand,0
3381,encuentr bomb vagon vaci metr aten - {link},1
3382,vay genial cr tacon -,0
3383,cuant mas pris encend orden mas tard arranc program leydemurphy,1
3384,iker vuelv salv madr paradon,0
3385,quer ministr ciert ser univers españ exclu barcelon lle tarragon vizcay guipuzco,1
3386,rt escrib analisis exclus internacional difund unas hor minut public,0
3387,problem estrategi jurid urdangarin respuest torr acept soci com marron mejor si,1
3388,graci tod madrid anim final ahi present sig asi hal madr,0
3389,reclam cocin llam nunc deb desatend,0
3390,lol rt co-fund twitt biz ston advert pas much hor usand red pued ser salud,1
3391,voy cen ciao-,0
3392,graci segu sufr veo qued,1
3393,si patent put gps malet,1
3394,oscarcanalplus muer sueñ mañan madrug,1
3395,grand rt unic siempr va peor planet situacion orient proxim ceremoni oscar,1
3396,florianovicesecretari org ppve dificil d entend q pso apoy medidascon objet d cre emple situ posicion tan extrem,1
3397,exit formid cin frances cin calidadasegur sarkozy radi rtl tras triunf the artist oscar,0
3398,muert her grav lev fin seman accident trafic h viern h doming dgt,1
3399,abertzal primer vez manifiest profund pes accion eta dic q deb deshac estructur militar,1
3400,propuest sol regul pued sal car gobiern poder econom esper men vigil {link},1
3401,hoy cordob jur premi period juli anguit parr unas hor decid ganador sext edicion,0
